caller_fqn,callee_fqn,resolved
ichiran/dict:skip-by-conj-data,ichiran/dict:conj-data-prop,1
ichiran/dict:skip-by-conj-data,ichiran/dict:test-conj-prop,1
ichiran/dict:split-1000430,ichiran/characters:safe-subseq,1
ichiran/dict:split-1000430,ichiran/dict:find-word-seq,1
ichiran/dict:split-1000430,ichiran/dict:true-text,0
ichiran/dict:split-1002970,ichiran/characters:safe-subseq,1
ichiran/dict:split-1002970,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1002970,ichiran/dict:find-word-seq,1
ichiran/dict:split-1002970,ichiran/dict:seq,0
ichiran/dict:split-1002970,ichiran/dict:true-text,0
ichiran/dict:split-1002970,ichiran/dict:word-type,0
ichiran/dict:split-1005600,ichiran/characters:safe-subseq,1
ichiran/dict:split-1005600,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1005600,ichiran/dict:find-word-seq,1
ichiran/dict:split-1005600,ichiran/dict:seq,0
ichiran/dict:split-1005600,ichiran/dict:true-text,0
ichiran/dict:split-1006280,ichiran/characters:safe-subseq,1
ichiran/dict:split-1006280,ichiran/dict:find-word-seq,1
ichiran/dict:split-1006280,ichiran/dict:true-text,0
ichiran/dict:split-1006880,ichiran/characters:safe-subseq,1
ichiran/dict:split-1006880,ichiran/dict:find-word-seq,1
ichiran/dict:split-1006880,ichiran/dict:true-text,0
ichiran/dict:split-1008030,ichiran/dict:true-text,0
ichiran/dict:split-1010105,ichiran/characters:safe-subseq,1
ichiran/dict:split-1010105,ichiran/dict:find-word-seq,1
ichiran/dict:split-1010105,ichiran/dict:true-text,0
ichiran/dict:split-1207840,ichiran/characters:safe-subseq,1
ichiran/dict:split-1207840,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1207840,ichiran/dict:find-word-seq,1
ichiran/dict:split-1207840,ichiran/dict:seq,0
ichiran/dict:split-1207840,ichiran/dict:true-text,0
ichiran/dict:split-1221530,ichiran/characters:safe-subseq,1
ichiran/dict:split-1221530,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1221530,ichiran/dict:find-word-seq,1
ichiran/dict:split-1221530,ichiran/dict:true-text,0
ichiran/dict:split-1221680,ichiran/characters:safe-subseq,1
ichiran/dict:split-1221680,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1221680,ichiran/dict:find-word-seq,1
ichiran/dict:split-1221680,ichiran/dict:true-text,0
ichiran/dict:split-1314600,ichiran/characters:safe-subseq,1
ichiran/dict:split-1314600,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1314600,ichiran/dict:find-word-seq,1
ichiran/dict:split-1314600,ichiran/dict:true-text,0
ichiran/dict:split-1314770,ichiran/characters:safe-subseq,1
ichiran/dict:split-1314770,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1314770,ichiran/dict:find-word-seq,1
ichiran/dict:split-1314770,ichiran/dict:true-text,0
ichiran/dict:split-1314770,ichiran/dict:word-type,0
ichiran/dict:split-1315860,ichiran/characters:safe-subseq,1
ichiran/dict:split-1315860,ichiran/dict:find-word-seq,1
ichiran/dict:split-1315860,ichiran/dict:true-text,0
ichiran/dict:split-1322540,ichiran/characters:safe-subseq,1
ichiran/dict:split-1322540,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1322540,ichiran/dict:find-word-seq,1
ichiran/dict:split-1322540,ichiran/dict:true-text,0
ichiran/dict:split-1322560,ichiran/characters:safe-subseq,1
ichiran/dict:split-1322560,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1322560,ichiran/dict:find-word-seq,1
ichiran/dict:split-1322560,ichiran/dict:true-text,0
ichiran/dict:split-1322560,ichiran/dict:word-type,0
ichiran/dict:split-1327220,ichiran/characters:safe-subseq,1
ichiran/dict:split-1327220,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1327220,ichiran/dict:find-word-seq,1
ichiran/dict:split-1327220,ichiran/dict:true-text,0
ichiran/dict:split-1327230,ichiran/characters:safe-subseq,1
ichiran/dict:split-1327230,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1327230,ichiran/dict:find-word-seq,1
ichiran/dict:split-1327230,ichiran/dict:true-text,0
ichiran/dict:split-1349300,ichiran/characters:safe-subseq,1
ichiran/dict:split-1349300,ichiran/dict:find-word-seq,1
ichiran/dict:split-1349300,ichiran/dict:true-text,0
ichiran/dict:split-1362970,ichiran/characters:safe-subseq,1
ichiran/dict:split-1362970,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1362970,ichiran/dict:find-word-seq,1
ichiran/dict:split-1362970,ichiran/dict:seq,0
ichiran/dict:split-1362970,ichiran/dict:true-text,0
ichiran/dict:split-1474200,ichiran/characters:safe-subseq,1
ichiran/dict:split-1474200,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1474200,ichiran/dict:find-word-seq,1
ichiran/dict:split-1474200,ichiran/dict:true-text,0
ichiran/dict:split-1474200,ichiran/dict:word-type,0
ichiran/dict:split-1502500,ichiran/characters:safe-subseq,1
ichiran/dict:split-1502500,ichiran/characters:unrendaku,1
ichiran/dict:split-1502500,ichiran/dict:find-word-seq,1
ichiran/dict:split-1502500,ichiran/dict:true-text,0
ichiran/dict:split-1508380,ichiran/characters:safe-subseq,1
ichiran/dict:split-1508380,ichiran/dict:find-word-seq,1
ichiran/dict:split-1508380,ichiran/dict:true-text,0
ichiran/dict:split-1508380,ichiran/dict:word-type,0
ichiran/dict:split-1532270,ichiran/characters:safe-subseq,1
ichiran/dict:split-1532270,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1532270,ichiran/dict:find-word-seq,1
ichiran/dict:split-1532270,ichiran/dict:seq,0
ichiran/dict:split-1532270,ichiran/dict:true-text,0
ichiran/dict:split-1538340,ichiran/characters:safe-subseq,1
ichiran/dict:split-1538340,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1538340,ichiran/dict:find-word-seq,1
ichiran/dict:split-1538340,ichiran/dict:true-text,0
ichiran/dict:split-1551500,ichiran/characters:safe-subseq,1
ichiran/dict:split-1551500,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1551500,ichiran/dict:find-word-seq,1
ichiran/dict:split-1551500,ichiran/dict:seq,0
ichiran/dict:split-1551500,ichiran/dict:true-text,0
ichiran/dict:split-1567610,ichiran/characters:safe-subseq,1
ichiran/dict:split-1567610,ichiran/dict:find-word-seq,1
ichiran/dict:split-1567610,ichiran/dict:true-text,0
ichiran/dict:split-1579130,ichiran/characters:safe-subseq,1
ichiran/dict:split-1579130,ichiran/dict:find-word-seq,1
ichiran/dict:split-1579130,ichiran/dict:true-text,0
ichiran/dict:split-1581550,ichiran/characters:safe-subseq,1
ichiran/dict:split-1581550,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1581550,ichiran/dict:find-word-seq,1
ichiran/dict:split-1581550,ichiran/dict:true-text,0
ichiran/dict:split-1591050,ichiran/characters:safe-subseq,1
ichiran/dict:split-1591050,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1591050,ichiran/dict:find-word-seq,1
ichiran/dict:split-1591050,ichiran/dict:true-text,0
ichiran/dict:split-1591980,ichiran/characters:safe-subseq,1
ichiran/dict:split-1591980,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1591980,ichiran/dict:find-word-seq,1
ichiran/dict:split-1591980,ichiran/dict:true-text,0
ichiran/dict:split-1597740,ichiran/characters:safe-subseq,1
ichiran/dict:split-1597740,ichiran/dict:find-word-seq,1
ichiran/dict:split-1597740,ichiran/dict:true-text,0
ichiran/dict:split-1597740,ichiran/dict:word-type,0
ichiran/dict:split-1601010,ichiran/characters:safe-subseq,1
ichiran/dict:split-1601010,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1601010,ichiran/dict:find-word-seq,1
ichiran/dict:split-1601010,ichiran/dict:seq,0
ichiran/dict:split-1601010,ichiran/dict:true-text,0
ichiran/dict:split-1601080,ichiran/characters:safe-subseq,1
ichiran/dict:split-1601080,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1601080,ichiran/dict:find-word-seq,1
ichiran/dict:split-1601080,ichiran/dict:true-text,0
ichiran/dict:split-1602740,ichiran/characters:safe-subseq,1
ichiran/dict:split-1602740,ichiran/dict:find-word-seq,1
ichiran/dict:split-1602740,ichiran/dict:true-text,0
ichiran/dict:split-1606530,ichiran/characters:safe-subseq,1
ichiran/dict:split-1606530,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1606530,ichiran/dict:find-word-seq,1
ichiran/dict:split-1606530,ichiran/dict:seq,0
ichiran/dict:split-1606530,ichiran/dict:true-text,0
ichiran/dict:split-1606800,ichiran/characters:safe-subseq,1
ichiran/dict:split-1606800,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1606800,ichiran/dict:find-word-seq,1
ichiran/dict:split-1606800,ichiran/dict:seq,0
ichiran/dict:split-1606800,ichiran/dict:true-text,0
ichiran/dict:split-1612640,ichiran/characters:safe-subseq,1
ichiran/dict:split-1612640,ichiran/dict:find-word-seq,1
ichiran/dict:split-1612640,ichiran/dict:true-text,0
ichiran/dict:split-1675330,ichiran/characters:safe-subseq,1
ichiran/dict:split-1675330,ichiran/dict:find-word-seq,1
ichiran/dict:split-1675330,ichiran/dict:true-text,0
ichiran/dict:split-1774820,ichiran/characters:safe-subseq,1
ichiran/dict:split-1774820,ichiran/dict:find-word-seq,1
ichiran/dict:split-1774820,ichiran/dict:true-text,0
ichiran/dict:split-1774820,ichiran/dict:word-type,0
ichiran/dict:split-1854750,ichiran/characters:safe-subseq,1
ichiran/dict:split-1854750,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1854750,ichiran/dict:find-word-seq,1
ichiran/dict:split-1854750,ichiran/dict:seq,0
ichiran/dict:split-1854750,ichiran/dict:true-text,0
ichiran/dict:split-1855670,ichiran/characters:safe-subseq,1
ichiran/dict:split-1855670,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1855670,ichiran/dict:find-word-seq,1
ichiran/dict:split-1855670,ichiran/dict:seq,0
ichiran/dict:split-1855670,ichiran/dict:true-text,0
ichiran/dict:split-1863230,ichiran/characters:safe-subseq,1
ichiran/dict:split-1863230,ichiran/dict:find-word-seq,1
ichiran/dict:split-1863230,ichiran/dict:true-text,0
ichiran/dict:split-1863230,ichiran/dict:word-type,0
ichiran/dict:split-1881690,ichiran/characters:safe-subseq,1
ichiran/dict:split-1881690,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1881690,ichiran/dict:find-word-seq,1
ichiran/dict:split-1881690,ichiran/dict:true-text,0
ichiran/dict:split-1894260,ichiran/characters:safe-subseq,1
ichiran/dict:split-1894260,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-1894260,ichiran/dict:find-word-seq,1
ichiran/dict:split-1894260,ichiran/dict:optprefix,1
ichiran/dict:split-1894260,ichiran/dict:seq,0
ichiran/dict:split-1894260,ichiran/dict:true-text,0
ichiran/dict:split-2002270,ichiran/characters:safe-subseq,1
ichiran/dict:split-2002270,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2002270,ichiran/dict:find-word-seq,1
ichiran/dict:split-2002270,ichiran/dict:seq,0
ichiran/dict:split-2002270,ichiran/dict:true-text,0
ichiran/dict:split-2007500,ichiran/characters:safe-subseq,1
ichiran/dict:split-2007500,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2007500,ichiran/dict:find-word-seq,1
ichiran/dict:split-2007500,ichiran/dict:seq,0
ichiran/dict:split-2007500,ichiran/dict:true-text,0
ichiran/dict:split-2009290,ichiran/characters:safe-subseq,1
ichiran/dict:split-2009290,ichiran/dict:find-word-seq,1
ichiran/dict:split-2009290,ichiran/dict:true-text,0
ichiran/dict:split-2016840,ichiran/characters:safe-subseq,1
ichiran/dict:split-2016840,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2016840,ichiran/dict:find-word-seq,1
ichiran/dict:split-2016840,ichiran/dict:seq,0
ichiran/dict:split-2016840,ichiran/dict:true-text,0
ichiran/dict:split-2026650,ichiran/characters:safe-subseq,1
ichiran/dict:split-2026650,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2026650,ichiran/dict:find-word-seq,1
ichiran/dict:split-2026650,ichiran/dict:seq,0
ichiran/dict:split-2026650,ichiran/dict:true-text,0
ichiran/dict:split-2083990,ichiran/characters:safe-subseq,1
ichiran/dict:split-2083990,ichiran/dict:find-word-seq,1
ichiran/dict:split-2083990,ichiran/dict:true-text,0
ichiran/dict:split-2088480,ichiran/characters:safe-subseq,1
ichiran/dict:split-2088480,ichiran/dict:find-word-seq,1
ichiran/dict:split-2088480,ichiran/dict:true-text,0
ichiran/dict:split-2109610,ichiran/characters:safe-subseq,1
ichiran/dict:split-2109610,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2109610,ichiran/dict:find-word-seq,1
ichiran/dict:split-2109610,ichiran/dict:seq,0
ichiran/dict:split-2109610,ichiran/dict:true-text,0
ichiran/dict:split-2133750,ichiran/characters:safe-subseq,1
ichiran/dict:split-2133750,ichiran/dict:find-word-seq,1
ichiran/dict:split-2133750,ichiran/dict:true-text,0
ichiran/dict:split-2272780,ichiran/characters:safe-subseq,1
ichiran/dict:split-2272780,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2272780,ichiran/dict:find-word-seq,1
ichiran/dict:split-2272780,ichiran/dict:true-text,0
ichiran/dict:split-2276360,ichiran/characters:safe-subseq,1
ichiran/dict:split-2276360,ichiran/dict:find-word-seq,1
ichiran/dict:split-2276360,ichiran/dict:true-text,0
ichiran/dict:split-2433760,ichiran/characters:safe-subseq,1
ichiran/dict:split-2433760,ichiran/dict:find-word-seq,1
ichiran/dict:split-2433760,ichiran/dict:true-text,0
ichiran/dict:split-2526850,ichiran/characters:safe-subseq,1
ichiran/dict:split-2526850,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2526850,ichiran/dict:find-word-seq,1
ichiran/dict:split-2526850,ichiran/dict:seq,0
ichiran/dict:split-2526850,ichiran/dict:true-text,0
ichiran/dict:split-2529050,ichiran/characters:safe-subseq,1
ichiran/dict:split-2529050,ichiran/dict:find-word-seq,1
ichiran/dict:split-2529050,ichiran/dict:true-text,0
ichiran/dict:split-2666360,ichiran/characters:safe-subseq,1
ichiran/dict:split-2666360,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2666360,ichiran/dict:find-word-seq,1
ichiran/dict:split-2666360,ichiran/dict:seq,0
ichiran/dict:split-2666360,ichiran/dict:true-text,0
ichiran/dict:split-2668400,ichiran/characters:safe-subseq,1
ichiran/dict:split-2668400,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2668400,ichiran/dict:find-word-seq,1
ichiran/dict:split-2668400,ichiran/dict:true-text,0
ichiran/dict:split-2724560,ichiran/characters:safe-subseq,1
ichiran/dict:split-2724560,ichiran/dict:find-word-seq,1
ichiran/dict:split-2724560,ichiran/dict:true-text,0
ichiran/dict:split-2757500,ichiran/characters:safe-subseq,1
ichiran/dict:split-2757500,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2757500,ichiran/dict:find-word-seq,1
ichiran/dict:split-2757500,ichiran/dict:true-text,0
ichiran/dict:split-2757540,ichiran/characters:safe-subseq,1
ichiran/dict:split-2757540,ichiran/dict:find-word-seq,1
ichiran/dict:split-2757540,ichiran/dict:true-text,0
ichiran/dict:split-2762260,ichiran/characters:safe-subseq,1
ichiran/dict:split-2762260,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2762260,ichiran/dict:find-word-seq,1
ichiran/dict:split-2762260,ichiran/dict:seq,0
ichiran/dict:split-2762260,ichiran/dict:true-text,0
ichiran/dict:split-2771940,ichiran/characters:safe-subseq,1
ichiran/dict:split-2771940,ichiran/dict:find-word-seq,1
ichiran/dict:split-2771940,ichiran/dict:true-text,0
ichiran/dict:split-2834051,ichiran/characters:safe-subseq,1
ichiran/dict:split-2834051,ichiran/dict:find-word-seq,1
ichiran/dict:split-2834051,ichiran/dict:true-text,0
ichiran/dict:split-2834051,ichiran/dict:word-type,0
ichiran/dict:split-2834732,ichiran/characters:safe-subseq,1
ichiran/dict:split-2834732,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2834732,ichiran/dict:true-text,0
ichiran/dict:split-2835890,ichiran/characters:safe-subseq,1
ichiran/dict:split-2835890,ichiran/dict:find-word-seq,1
ichiran/dict:split-2835890,ichiran/dict:true-text,0
ichiran/dict:split-2841254,ichiran/characters:safe-subseq,1
ichiran/dict:split-2841254,ichiran/dict:find-word-seq,1
ichiran/dict:split-2841254,ichiran/dict:true-text,0
ichiran/dict:split-2846470,ichiran/characters:safe-subseq,1
ichiran/dict:split-2846470,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2846470,ichiran/dict:find-word-seq,1
ichiran/dict:split-2846470,ichiran/dict:true-text,0
ichiran/dict:split-2855921,ichiran/characters:safe-subseq,1
ichiran/dict:split-2855921,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-2855921,ichiran/dict:find-word-seq,1
ichiran/dict:split-2855921,ichiran/dict:seq,0
ichiran/dict:split-2855921,ichiran/dict:true-text,0
ichiran/dict:split-dakara,ichiran/characters:safe-subseq,1
ichiran/dict:split-dakara,ichiran/dict:find-word-seq,1
ichiran/dict:split-dakara,ichiran/dict:true-text,0
ichiran/dict:split-de-1004800,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1004800,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1004800,ichiran/dict:true-text,0
ichiran/dict:split-de-1006840,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1006840,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1006840,ichiran/dict:true-text,0
ichiran/dict:split-de-1163700,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1163700,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1163700,ichiran/dict:true-text,0
ichiran/dict:split-de-1189420,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1189420,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1189420,ichiran/dict:true-text,0
ichiran/dict:split-de-1245390,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1245390,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1245390,ichiran/dict:true-text,0
ichiran/dict:split-de-1270210,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1270210,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1270210,ichiran/dict:true-text,0
ichiran/dict:split-de-1272220,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1272220,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1272220,ichiran/dict:true-text,0
ichiran/dict:split-de-1311360,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1311360,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1311360,ichiran/dict:true-text,0
ichiran/dict:split-de-1343110,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1343110,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1343110,ichiran/dict:true-text,0
ichiran/dict:split-de-1368500,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1368500,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1368500,ichiran/dict:true-text,0
ichiran/dict:split-de-1395670,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1395670,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1395670,ichiran/dict:true-text,0
ichiran/dict:split-de-1417790,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1417790,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1417790,ichiran/dict:true-text,0
ichiran/dict:split-de-1454270,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1454270,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1454270,ichiran/dict:true-text,0
ichiran/dict:split-de-1479100,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1479100,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1479100,ichiran/dict:true-text,0
ichiran/dict:split-de-1510140,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1510140,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1510140,ichiran/dict:true-text,0
ichiran/dict:split-de-1518550,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1518550,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1518550,ichiran/dict:true-text,0
ichiran/dict:split-de-1530610,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1530610,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1530610,ichiran/dict:true-text,0
ichiran/dict:split-de-1531420,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1531420,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1531420,ichiran/dict:true-text,0
ichiran/dict:split-de-1597400,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1597400,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1597400,ichiran/dict:true-text,0
ichiran/dict:split-de-1611020,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1611020,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1611020,ichiran/dict:true-text,0
ichiran/dict:split-de-1679990,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1679990,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1679990,ichiran/dict:true-text,0
ichiran/dict:split-de-1682060,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1682060,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1682060,ichiran/dict:true-text,0
ichiran/dict:split-de-1736650,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1736650,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1736650,ichiran/dict:true-text,0
ichiran/dict:split-de-1865020,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1865020,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1865020,ichiran/dict:true-text,0
ichiran/dict:split-de-1878880,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-1878880,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-1878880,ichiran/dict:true-text,0
ichiran/dict:split-de-2126220,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2126220,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2126220,ichiran/dict:true-text,0
ichiran/dict:split-de-2136520,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2136520,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2136520,ichiran/dict:true-text,0
ichiran/dict:split-de-2513590,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2513590,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2513590,ichiran/dict:true-text,0
ichiran/dict:split-de-2719270,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2719270,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2719270,ichiran/dict:true-text,0
ichiran/dict:split-de-2771850,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2771850,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2771850,ichiran/dict:true-text,0
ichiran/dict:split-de-2810720,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2810720,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2810720,ichiran/dict:true-text,0
ichiran/dict:split-de-2810800,ichiran/characters:safe-subseq,1
ichiran/dict:split-de-2810800,ichiran/dict:find-word-seq,1
ichiran/dict:split-de-2810800,ichiran/dict:true-text,0
ichiran/dict:split-degozaimasu,ichiran/characters:safe-subseq,1
ichiran/dict:split-degozaimasu,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-degozaimasu,ichiran/dict:find-word-seq,1
ichiran/dict:split-degozaimasu,ichiran/dict:true-text,0
ichiran/dict:split-deha,ichiran/characters:safe-subseq,1
ichiran/dict:split-deha,ichiran/dict:find-word-seq,1
ichiran/dict:split-deha,ichiran/dict:true-text,0
ichiran/dict:split-desura,ichiran/characters:safe-subseq,1
ichiran/dict:split-desura,ichiran/dict:find-word-seq,1
ichiran/dict:split-desura,ichiran/dict:true-text,0
ichiran/dict:split-do-2142680,ichiran/characters:safe-subseq,1
ichiran/dict:split-do-2142680,ichiran/dict:find-word-seq,1
ichiran/dict:split-do-2142680,ichiran/dict:true-text,0
ichiran/dict:split-do-2142710,ichiran/characters:safe-subseq,1
ichiran/dict:split-do-2142710,ichiran/dict:find-word-seq,1
ichiran/dict:split-do-2142710,ichiran/dict:true-text,0
ichiran/dict:split-do-2523480,ichiran/characters:safe-subseq,1
ichiran/dict:split-do-2523480,ichiran/dict:find-word-seq,1
ichiran/dict:split-do-2523480,ichiran/dict:true-text,0
ichiran/dict:split-do-2803190,ichiran/characters:safe-subseq,1
ichiran/dict:split-do-2803190,ichiran/dict:find-word-seq,1
ichiran/dict:split-do-2803190,ichiran/dict:true-text,0
ichiran/dict:split-dogatsukeru,ichiran/characters:safe-subseq,1
ichiran/dict:split-dogatsukeru,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-dogatsukeru,ichiran/dict:find-word-seq,1
ichiran/dict:split-dogatsukeru,ichiran/dict:true-text,0
ichiran/dict:split-dokoroka,ichiran/characters:safe-subseq,1
ichiran/dict:split-dokoroka,ichiran/dict:find-word-seq,1
ichiran/dict:split-dokoroka,ichiran/dict:true-text,0
ichiran/dict:split-gotoni,ichiran/characters:safe-subseq,1
ichiran/dict:split-gotoni,ichiran/dict:find-word-seq,1
ichiran/dict:split-gotoni,ichiran/dict:true-text,0
ichiran/dict:split-hairikomeru,ichiran/characters:safe-subseq,1
ichiran/dict:split-hairikomeru,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-hairikomeru,ichiran/dict:find-word-seq,1
ichiran/dict:split-hairikomeru,ichiran/dict:seq,0
ichiran/dict:split-hairikomeru,ichiran/dict:true-text,0
ichiran/dict:split-hairikomeru,ichiran/dict:word-type,0
ichiran/dict:split-hajiketobu,ichiran/characters:safe-subseq,1
ichiran/dict:split-hajiketobu,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-hajiketobu,ichiran/dict:find-word-seq,1
ichiran/dict:split-hajiketobu,ichiran/dict:seq,0
ichiran/dict:split-hajiketobu,ichiran/dict:true-text,0
ichiran/dict:split-hajikidasu,ichiran/characters:safe-subseq,1
ichiran/dict:split-hajikidasu,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-hajikidasu,ichiran/dict:find-word-seq,1
ichiran/dict:split-hajikidasu,ichiran/dict:true-text,0
ichiran/dict:split-hayaimonode,ichiran/characters:safe-subseq,1
ichiran/dict:split-hayaimonode,ichiran/dict:find-word-seq,1
ichiran/dict:split-hayaimonode,ichiran/dict:true-text,0
ichiran/dict:split-hisshininatte,ichiran/characters:safe-subseq,1
ichiran/dict:split-hisshininatte,ichiran/dict:find-word-conj-of,1
ichiran/dict:split-hisshininatte,ichiran/dict:find-word-seq,1
ichiran/dict:split-hisshininatte,ichiran/dict:seq,0
ichiran/dict:split-hisshininatte,ichiran/dict:true-text,0
ichiran/dict:split-hitorashii,ichiran/characters:safe-subseq,1
ichiran/dict:split-hitorashii,ichiran/dict:find-word-seq,1
ichiran/dict:split-hitorashii,ichiran/dict:true-text,0
ichiran/dict:split-hitotachi,ichiran/characters:safe-subseq,1
ichiran/dict:split-hitotachi,ichiran/dict:find-word-seq,1
ichiran/dict:split-hitotachi,ichiran/dict:true-text,0
ichiran/dict:split-honno,ichiran/characters:safe-subseq,1
ichiran/dict:split-honno,ichiran/dict:find-word-seq,1
ichiran/dict:split-honno,ichiran/dict:true-text,0
ichiran/dict:split-jan,ichiran/characters:safe-subseq,1
ichiran/dict:split-jan,ichiran/dict:find-word-seq,1
ichiran/dict:split-jan,ichiran/dict:true-text,0
ichiran/dict:split-janai,ichiran/characters:safe-subseq,1
ichiran/dict:split-janai,ichiran/dict:find-word-conj-of,1
